Name;Calories;Protein;Carbohydrate;Fat
Arroz (polido, parboilizado, agulha, agulhinha, etc.);135,6229457;2,496112663;27,78486347;1,200042
Arroz integral;130,9456438;2,56288515;25,55681445;1,965796667
Milho (em grão), Cru(a) [1];160,141;3,32;25,11;7,178
Milho (em grão), Cozido(a) [2];160,141;3,32;25,11;7,178
Milho (em grão), Grelhado(a)/brasa/churrasco [3];160,141;3,32;25,11;7,178
Milho (em grão), Assado(a) [4];160,141;3,32;25,11;7,178
Milho (em grão), Refogado(a) [7];160,141;3,32;25,11;7,178
Milho (em grão), Ensopado [13];160,141;3,32;25,11;7,178
Milho (em grão);160,141;3,32;25,11;7,178
Canjiquinha de milho em grão, Cru(a) [1];79,68;1,237;13,503;2,198
Canjiquinha de milho em grão, Cozido(a) [2];62,952;1,237;13,503;0,305
Canjiquinha de milho em grão, Ensopado [13];79,68;1,237;13,503;2,198
Canjiquinha de milho em grão, Mingau [14];62,952;1,237;13,503;0,305
Canjiquinha de milho em grão, Sopa [15];31,443;0,948;7,012;0,123
Canjiquinha de milho em grão;62,952;1,237;13,503;0,305
Xerém de milho;62,952;1,237;13,503;0,305
Amendoim (em grão) in natura;567;25,8;16,13;49,24
Ervilha em grão;109,093;5,36;15,63;3,059
Fava (em grão);85,617;4,8;10,1;3,172
Mangalô amargo em grão;85,617;4,8;10,1;3,172
Feijão-de-corda;121,332;3,17;20,32;3,133
Feijão-verde;121,332;3,17;20,32;3,133
Semente de linhaça;534;18,29;28,88;42,16
Andu;97,405;5,838;15,054;1,794
Grão de bico;188,481;8,86;27,42;5,359
Lentilha;136,277;9,02;20,13;2,674
Soja em grão;196,342;16,64;9,93;11,611
Feijão (preto, mulatinho, roxo, rosinha, etc.);97,405;5,838;15,054;1,794
Quirera não especificada;62,952;1,237;13,503;0,305
Feijão-verde orgânico;121,332;3,17;20,32;3,133
Feijão orgânico;97,405;5,838;15,054;1,794
Pipoca  light;445,938;10,773;64,852;17,78
Arroz  orgânico;135,6229457;2,496112663;27,78486347;1,200042
Arroz integral orgânico;130,9456438;2,56288515;25,55681445;1,965796667
Feijão-de-soja orgânico;196,342;16,64;9,93;11,611
Quinoa;135,465;4,365;19,834;4,331
Batata-inglesa, Cru(a) [1];86;1,71;20,01;0,1
Batata-inglesa, Cozido(a) [2];86;1,71;20,01;0,1
Batata-inglesa, Grelhado(a)/brasa/churrasco [3];86;1,71;20,01;0,1
Batata-inglesa, Assado(a) [4];86;1,71;20,01;0,1
Batata-inglesa, Frito(a) [5];263,5;2,871;33,6;13,64
Batata-inglesa, Refogado(a) [7];111,736;1,71;20,01;3,011
Batata-inglesa, Molho vermelho [8];73,6;1,632;17,084;0,116
Batata-inglesa, Molho branco [9];101,39;2,147;17,859;2,569
Batata-inglesa, Ao alho e óleo [10];263,5;2,871;33,6;13,64
Batata-inglesa, Com manteiga/óleo [11];111,736;1,71;20,01;3,011
Batata-inglesa, Ensopado [13];111,736;1,71;20,01;3,011
Batata-inglesa, Sopa [15];31,443;0,948;7,012;0,123
Batata-inglesa;86;1,71;20,01;0,1
Mandioquinha salsa (batata-baroa), Cozido(a) [2];76;1,37;17,72;0,14
Mandioquinha salsa (batata-baroa), Refogado(a) [7];91,74;1,37;17,72;1,92
Mandioquinha salsa (batata-baroa), Ensopado [13];91,74;1,37;17,72;1,92
Mandioquinha salsa (batata-baroa);76;1,37;17,72;0,14
Cenoura amarela (batata-baroa);76;1,37;17,72;0,14
Batata-doce, Cru(a) [1];76;1,37;17,72;0,14
Batata-doce, Cozido(a) [2];76;1,37;17,72;0,14
Batata-doce, Assado(a) [4];90;2,01;20,71;0,15
Batata-doce, Frito(a) [5];351,28;4,4;56,88;12,59
Batata-doce, Refogado(a) [7];91,74;1,37;17,72;1,92
Batata-doce, Ensopado [13];91,74;1,37;17,72;1,92
Batata-doce;76;1,37;17,72;0,14
Inhame, Cru(a) [1];100;1,71;23,4;0,12
Inhame, Cozido(a) [2];100;1,71;23,4;0,12
Inhame, Assado(a) [4];90;2,01;20,71;0,15
Inhame, Frito(a) [5];115,74;1,71;23,4;1,9
Inhame, Refogado(a) [7];115,74;1,71;23,4;1,9
Inhame, Ensopado [13];115,74;1,71;23,4;1,9
Inhame, Sopa [15];31,443;0,948;7,012;0,123
Quicaré;100;1,71;23,4;0,12
Mandioca, Cru(a) [1];125;0,6;30,1;0,3
Mandioca, Cozido(a) [2];125;0,6;30,1;0,3
Mandioca, Assado(a) [4];125;0,6;30,1;0,3
Mandioca, Frito(a) [5];162,7367;0,57;28,595;5,26085
Mandioca, Refogado(a) [7];162,7367;0,57;28,595;5,26085
Mandioca, Molho vermelho [8];104,8;0,744;25,156;0,276
Mandioca, Com manteiga/óleo [11];154,6;0,6125;28,598;4,3405
Mandioca, Ensopado [13];162,7367;0,57;28,595;5,26085
Mandioca, Sopa [15];31,443;0,948;7,012;0,123
Mandioca;125;0,6;30,1;0,3
Aipim, Cozido(a) [2];125;0,6;30,1;0,3
Aipim, Assado(a) [4];125;0,6;30,1;0,3
Aipim, Frito(a) [5];162,7367;0,57;28,595;5,26085
Aipim, Empanado(a)/à milanesa [6];162,7367;0,57;28,595;5,26085
Aipim, Refogado(a) [7];162,7367;0,57;28,595;5,26085
Aipim, Molho vermelho [8];104,8;0,744;25,156;0,276
Aipim, Com manteiga/óleo [11];154,6;0,6125;28,598;4,3405
Aipim, Ensopado [13];162,7367;0,57;28,595;5,26085
Aipim, Sopa [15];31,443;0,948;7,012;0,123
Aipim;125;0,6;30,1;0,3
Macaxeira, Cru(a) [1];125;0,6;30,1;0,3
Macaxeira, Cozido(a) [2];125;0,6;30,1;0,3
Macaxeira, Assado(a) [4];125;0,6;30,1;0,3
Macaxeira, Frito(a) [5];162,7367;0,57;28,595;5,26085
Cará, Cozido(a) [2];100;1,71;23,4;0,12
Cará, Frito(a) [5];115,74;1,71;23,4;1,9
Cará, Refogado(a) [7];115,74;1,71;23,4;1,9
Cará, Ensopado [13];115,74;1,71;23,4;1,9
Cará, Mingau [14];100;1,71;23,4;0,12
Cará, Sopa [15];31,443;0,948;7,012;0,123
Inhame caraquento (cará), Cozido(a) [2];100;1,71;23,4;0,12
Batata (não especificada), Cru(a) [1];86;1,71;20,01;0,1
Batata (não especificada), Cozido(a) [2];86;1,71;20,01;0,1
Batata (não especificada), Grelhado(a)/brasa/churrasco [3];86;1,71;20,01;0,1
Batata (não especificada), Assado(a) [4];86;1,71;20,01;0,1
Batata (não especificada), Frito(a) [5];263,5;2,871;33,6;13,64
Batata (não especificada), Refogado(a) [7];111,736;1,71;20,01;3,011
Batata (não especificada), Molho vermelho [8];73,6;1,632;17,084;0,116
Batata (não especificada), Molho branco [9];101,39;2,147;17,859;2,569
Batata (não especificada), Ao vinagrete [12];111,736;1,71;20,01;3,011
Batata (não especificada), Ensopado [13];111,736;1,71;20,01;3,011
Batata (não especificada), Sopa [15];31,443;0,948;7,012;0,123
Batata (não especificada);86;1,71;20,01;0,1
Mandioquinha, Cozido(a) [2];76;1,37;17,72;0,14
Mandioquinha, Frito(a) [5];116,4;1,3;16,83;5,13
Mandioquinha, Refogado(a) [7];91,74;1,37;17,72;1,92
Mandioquinha, Ensopado [13];91,74;1,37;17,72;1,92
Rabanete, Cru(a) [1];16;0,68;3,4;0,1
Rabanete, Cozido(a) [2];18;0,6;4,1;0,1
Rabanete, Ao vinagrete [12];18;0,6;4,1;0,1
Beterraba, Cru(a) [1];43;1,61;9,56;0,17
Beterraba, Cozido(a) [2];44;1,68;9,96;0,18
Beterraba, Refogado(a) [7];67,62;1,68;9,96;2,85
Beterraba, Ao vinagrete [12];44;1,68;9,96;0,18
Beterraba, Sopa [15];31,443;0,948;7,012;0,123
Beterraba;43;1,61;9,56;0,17
Cenoura, Cru(a) [1];41;0,93;9,58;0,24
Cenoura, Cozido(a) [2];35;0,76;8,22;0,18
Cenoura, Frito(a) [5];60,47;0,74;7,97;3,17
Cenoura, Refogado(a) [7];60,47;0,74;7,97;3,17
Cenoura, Molho vermelho [8];32,8;0,87;7,65;0,18
Cenoura, Ao alho e óleo [10];60,47;0,74;7,97;3,17
Cenoura, Com manteiga/óleo [11];56,74;0,79;8,22;2,64
Cenoura, Ao vinagrete [12];35;0,76;8,22;0,18
Cenoura, Ensopado [13];60,47;0,74;7,97;3,17
Cenoura, Sopa [15];31,443;0,948;7,012;0,123
Cenoura;41;0,93;9,58;0,24
Nabo, Cozido(a) [2];22;0,71;5,06;0,08
Nabo, Refogado(a) [7];47,736;0,71;5,06;2,991
Açafrão, Cru(a) [1];310;11,43;65,37;5,85
Batata-inglesa orgânica, Frito(a) [5];263,5;2,871;33,6;13,64
Creme de arroz;148,323;3,798;26,071;3,295
Arrozina;148,323;3,798;26,071;3,295
Mucilon;78,243;2,422;10,456;3,062
Mingau de arroz;148,323;3,798;26,071;3,295
Croquinhos de arroz;387;12,94;77,9;4,54
Farinha de aveia;384;16;67;6,3
Aveia em flocos;384;16;67;6,3
Fubá de milho;60,58;1,44;13;0,2
Farinha de milho;351;7,2;79,1;1,5
Puba de milho;311;4,8;45,1;12,4
Puba de fubá;311;4,8;45,1;12,4
Milho moído, Cozido(a) [2];160,141;3,32;25,11;7,178
Mingau de milho;78,243;2,422;10,456;3,062
Amido de milho;78,243;2,422;10,456;3,062
Amido de arroz;148,323;3,798;26,071;3,295
Cremogema;78,243;2,422;10,456;3,062
Vitamilho;128,3;4,35;26,42;0,22
Creme de milho;78,243;2,422;10,456;3,062
Sucrilhos de milho;377;4,7;88,8;0,7
Cereal matinal de milho em flocos;377;4,7;88,8;0,7
Germe de trigo;360;23,15;51,8;9,72
Fibra de trigo;216;15,55;64,51;4,25
Fibra de cereal trigo;216;15,55;64,51;4,25
Farinha de mandioca;361;1,6;87,9;0,3
Farinha de copioba;361;1,6;87,9;0,3
Farinha d'água;361;1,6;87,9;0,3
Cruera;361;1,6;87,9;0,3
Goma de mandioca;336;2;82;-
Sagu de mandioca;116,992;4,334;15,512;4,099
Farinha de tapioca;331;0,5;81,1;0,3
Farinha beiju;331;0,5;81,1;0,3
Sagu de tapioca;116,992;4,334;15,512;4,099
Tapioca de goma;336;2;82;-
Farinha láctea;396,67;12,67;73,33;6,33
Neston;345,8;12,92;70,8;-
Flocos de cereais;365;7,2;83,8;1
Vitaflocos;78,243;2,422;10,456;3,062
Mini pizza semipronta, Cru(a) [1];252,49;10,166;33,725;8,222
Mini pizza semipronta, Cozido(a) [2];252,49;10,166;33,725;8,222
Mini pizza semipronta, Assado(a) [4];252,49;10,166;33,725;8,222
Mini pizza semipronta, Frito(a) [5];252,49;10,166;33,725;8,222
Mini pizza semipronta;252,49;10,166;33,725;8,222
Fibra de soja;70;12;74;2
Minipastel;319,807;10,384;33,513;15,676
Macarrão , Cru(a) [1];158;5,8;30,86;0,93
Macarrão , Cozido(a) [2];158;5,8;30,86;0,93
Macarrão , Grelhado(a)/brasa/churrasco [3];158;5,8;30,86;0,93
Macarrão , Assado(a) [4];158;5,8;30,86;0,93
Macarrão , Frito(a) [5];186,677;5,8;30,86;4,174
Macarrão , Empanado(a)/à milanesa [6];186,677;5,8;30,86;4,174
Macarrão , Refogado(a) [7];186,677;5,8;30,86;4,174
Macarrão , Molho vermelho [8];103,725;3,499;18,27;1,921
Macarrão , Molho branco [9];158,99;5,419;26,539;3,233
Macarrão , Ao alho e óleo [10];186,677;5,8;30,86;4,174
Macarrão , Com manteiga/óleo [11];182,22;5,829;30,862;3,67
Macarrão , Ao vinagrete [12];158;5,8;30,86;0,93
Macarrão , Ensopado [13];186,677;5,8;30,86;4,174
Macarrão , Sopa [15];158;5,8;30,86;0,93
Macarrão ;158;5,8;30,86;0,93
Purê de batata;115,161;1,811;17,763;4,36
Bife vegetal;142,372;18,507;5,803;5,323
Carne vegetal, Frito(a) [5];142,372;18,507;5,803;5,323
Pasta de soja;62;6,9;2,4;2,7
Carne de soja;142,372;18,507;5,803;5,323
Amendoim moído;567;25,8;16,13;49,24
Granola ;388;9,5;73,8;6,3
Musli;388;9,5;73,8;6,3
Mix de cereais;388;9,5;73,8;6,3
Miojo;189,862;5,645;25,537;7,177
Macarrão instantâneo;189,862;5,645;25,537;7,177
Sustagem;369,152;24,05;68,017;0,493
Proteína de soja;142,372;18,507;5,803;5,323
Proteína vegetal;142,372;18,507;5,803;5,323
Complemento alimentar de qualquer sabor;369,152;24,05;68,017;0,493
Sucrilhos de milho light;365;7,2;83,8;1
Mini pizza semipronta light, Assado(a) [4];255,571;14,597;29,819;8,45
Macarrão instantâneo light, Sopa [15];189,862;5,645;25,537;7,177
Macarrão instantâneo light;189,862;5,645;25,537;7,177
Proteína de soja orgânica;142,372;18,507;5,803;5,323
Macarrão com carne;120,586;6,223;17,418;2,787
Macarrão com peixe;163,168;14,98;15,43;4,134
Coco-da-baía (seco ou verde);354;3,33;15,23;33,49
Castanha portuguesa;131;2;27,76;1,38
Pinhão;174,369902;2,980366667;43,91763333;0,747
Amêndoa;578;21,26;19,74;50,64
Avelã;628;14,95;16,7;60,75
Castanha-do-pará;656;14,32;12,27;66,43
Castanha de caju;574;15,31;32,69;46,35
Butiá;105;1,9;22,8;2
Tucumã;474;5,5;6,8;47,2
Coco de mucajá;404,2818767;2,0829;13,94543333;40,65666667
Noz (nogueira);654;15,23;13,71;65,21
Açaí ;262;3,6;57,4;2
Juçara;262;3,6;57,4;2
Uaçaí;262;3,6;57,4;2
Jussara;262;3,6;57,4;2
Pupunha;28;2,52;4,62;0,62
Bacaba;212;3,12;6,6;19,8
Bacabuçu;212;3,12;6,6;19,8
Castanha-da-índia;656;14,32;12,27;66,43
Pistache;557;20,61;27,97;44,44
Buriti ;145;1,8;10,2;8,1
Coco ;354;3,33;15,23;33,49
Patauá ;105;1,9;22,8;2
Alface;15;1,36;2,79;0,15
Bertalha, Refogado(a) [7];45,3;2,97;3,75;2,78
Chicória, Cru(a) [1];17;1,25;3,35;0,2
Chicória, Cozido(a) [2];58,883;1,9;5,63;3,894
Chicória, Refogado(a) [7];58,883;1,9;5,63;3,894
Chicória, Ao vinagrete [12];58,883;1,9;5,63;3,894
Escarola;52,88;1,61;4,31;3,75
Couve, Cru(a) [1];30;2,45;5,69;0,42
Couve, Cozido(a) [2];26;2,11;4,91;0,36
Couve, Frito(a) [5];47,13;2,11;4,91;2,75
Couve, Refogado(a) [7];47,13;2,11;4,91;2,75
Couve, Molho vermelho [8];25,6;1,952;5,004;0,324
Couve, Ao alho e óleo [10];47,13;2,11;4,91;2,75
Couve, Com manteiga/óleo [11];43,846;2,131;4,911;2,379
Couve, Ao vinagrete [12];26;2,11;4,91;0,36
Couve, Ensopado [13];47,13;2,11;4,91;2,75
Couve, Mingau [14];26;2,11;4,91;0,36
Couve;26;2,11;4,91;0,36
Couve-flor, Cru(a) [1];23;1,84;4,11;0,45
Couve-flor, Cozido(a) [2];23;1,84;4,11;0,45
Couve-flor, Frito(a) [5];55,38;1,84;4,11;4,11
Couve-flor, Empanado(a)/à milanesa [6];137,44;4,17;10,31;9,21
Couve-flor, Refogado(a) [7];55,38;1,84;4,11;4,11
Couve-flor, Ao vinagrete [12];23;1,84;4,11;0,45
Couve-flor;23;1,84;4,11;0,45
Espinafre, Cru(a) [1];23;2,97;3,75;0,26
Espinafre, Cozido(a) [2];23;2,97;3,75;0,26
Espinafre, Refogado(a) [7];45,3;2,97;3,75;2,78
Espinafre, Ao vinagrete [12];23;2,97;3,75;0,26
Espinafre;23;2,97;3,75;0,26
Mostarda (verdura), Cru(a) [1];26;2,7;4,9;0,2
Mostarda (verdura), Cozido(a) [2];15;2,26;2,1;0,24
Mostarda (verdura), Refogado(a) [7];43,68;2,26;2,1;3,48
Mostarda (verdura);15;2,26;2,1;0,24
Repolho, Cru(a) [1];25;1,28;5,8;0,1
Repolho, Cozido(a) [2];23;1,27;5,51;0,06
Repolho, Frito(a) [5];49,766;1,27;5,51;3,088
Repolho, Refogado(a) [7];49,766;1,27;5,51;3,088
Repolho, Molho branco [9];23;1,27;5,51;0,06
Repolho, Ao alho e óleo [10];49,766;1,27;5,51;3,088
Repolho, Ao vinagrete [12];23;1,27;5,51;0,06
Repolho, Ensopado [13];49,766;1,27;5,51;3,088
Repolho, Sopa [15];31,443;0,948;7,012;0,123
Repolho;23;1,27;5,51;0,06
Cebolinha;25;1,8;5,65;0,1
Agrião, Cru(a) [1];25;2,58;3,65;0,66
Agrião, Cozido(a) [2];11;2,3;1,29;0,1
Agrião, Ao vinagrete [12];11;2,3;1,29;0,1
Agrião, Ensopado [13];35,75;2,329;1,292;2,9
Agrião;25;2,58;3,65;0,66
Taioba, Cru(a) [1];34;2,9;5,4;0,9
Taioba, Cozido(a) [2];26;2,11;4,91;0,36
Taioba, Refogado(a) [7];47,13;2,11;4,91;2,75
Acelga, Cru(a) [1];19;1,8;3,74;0,2
Acelga, Cozido(a) [2];14;1,5;2,41;0,17
Acelga, Refogado(a) [7];47,738;1,5;2,41;3,987
Acelga;19;1,8;3,74;0,2
Beterraba branca (acelga) , Cozido(a) [2];14;1,5;2,41;0,17
Almeirão, Cru(a) [1];17;1,25;3,35;0,2
Almeirão, Cozido(a) [2];22;1,61;4,31;0,26
Almeirão, Refogado(a) [7];52,88;1,61;4,31;3,75
Almeirão, Ao vinagrete [12];22;1,61;4,31;0,26
Radite, Cru(a) [1];17;1,25;3,35;0,2
Radite, Refogado(a) [7];52,88;1,61;4,31;3,75
Radite, Ao vinagrete [12];22;1,61;4,31;0,26
Brócolis, Cru(a) [1];34;2,82;6,64;0,37
Brócolis, Cozido(a) [2];35;2,38;7,18;0,41
Brócolis, Empanado(a)/à milanesa [6];181,23;4,18;15,43;11,48
Brócolis, Refogado(a) [7];60,74;2,38;7,18;3,32
Brócolis, Ao alho e óleo [10];60,74;2,38;7,18;3,32
Brócolis, Ao vinagrete [12];35;2,38;7,18;0,41
Brócolis;35;2,38;7,18;0,41
Serralha, Cru(a) [1];23;2,97;3,75;0,26
Serralha, Cozido(a) [2];23;2,97;3,75;0,26
Serralha, Refogado(a) [7];45,3;2,97;3,75;2,78
Caruru, Cozido(a) [2];26;2,11;4,91;0,36
Cuxá;26;2,11;4,91;0,36
Vinagreira ;26;2,11;4,91;0,36
Cariru;26;2,11;4,91;0,36
Rúcula;25;2,58;3,65;0,66
Jambu;32;1,9;7,2;0,3
Língua de vaca (verdura), Cru(a) [1];30;2,45;5,69;0,42
Alcachofra;53;2,89;11,95;0,34
Bredo;26;2,11;4,91;0,36
Salsão (aipo), Refogado(a) [7];18;0,83;4;0,16
Erva-doce;31;1,24;7,29;0,2
Folha de aipim, Cru(a) [1];30;2,45;5,69;0,42
Folha de macaxeira, Cozido(a) [2];26;2,11;4,91;0,36
Broto de feijão, Cru(a) [1];30;3,04;5,94;0,18
Broto de feijão, Cozido(a) [2];53,378;2,03;4,19;3,753
Moranga, Cozido(a) [2];20;0,72;4,9;0,07
Moranga, Refogado(a) [7];36,39;0,72;4,9;1,92
Moranga, Ensopado [13];36,39;0,72;4,9;1,92
Moranga;20;0,72;4,9;0,07
Abobrinha, Cru(a) [1];16;1,21;3,35;0,18
Abobrinha, Cozido(a) [2];20;0,91;4,31;0,31
Abobrinha, Grelhado(a)/brasa/churrasco [3];20;0,91;4,31;0,31
Abobrinha, Assado(a) [4];20;0,91;4,31;0,31
Abobrinha, Frito(a) [5];42,3;0,91;4,31;2,83
Abobrinha, Empanado(a)/à milanesa [6];160,71;4,35;16,01;8,92
Abobrinha, Refogado(a) [7];42,3;0,91;4,31;2,83
Abobrinha, Ensopado [13];42,3;0,91;4,31;2,83
Jerimum, Cru(a) [1];20;0,72;4,9;0,07
Jerimum, Cozido(a) [2];20;0,72;4,9;0,07
Abóbora, Cru(a) [1];20;0,72;4,9;0,07
Abóbora, Cozido(a) [2];20;0,72;4,9;0,07
Abóbora, Assado(a) [4];20;0,72;4,9;0,07
Abóbora, Frito(a) [5];36,39;0,72;4,9;1,92
Abóbora, Refogado(a) [7];36,39;0,72;4,9;1,92
Abóbora, Molho vermelho [8];20,8;0,84;4,996;0,092
Abóbora, Ensopado [13];36,39;0,72;4,9;1,92
Abóbora, Sopa [15];31,443;0,948;7,012;0,123
Abóbora;20;0,72;4,9;0,07
Pépino;15;0,65;3,63;0,11
Chuchu, Cru(a) [1];24;0,62;5,09;0,48
Chuchu, Cozido(a) [2];24;0,62;5,09;0,48
Chuchu, Assado(a) [4];24;0,76;5,15;0,42
Chuchu, Refogado(a) [7];49,09;0,62;5,09;3,32
Chuchu, Molho vermelho [8];24;0,76;5,148;0,42
Chuchu, Ao alho e óleo [10];49,09;0,62;5,09;3,32
Chuchu, Ao vinagrete [12];24;0,62;5,09;0,48
Chuchu, Ensopado [13];49,09;0,62;5,09;3,32
Chuchu, Sopa [15];31,443;0,948;7,012;0,123
Jiló, Cru(a) [1];22;1,87;4,51;0,21
Jiló, Cozido(a) [2];22;1,87;4,51;0,21
Jiló, Assado(a) [4];22;1,87;4,51;0,21
Jiló, Frito(a) [5];47,093;1,87;4,51;3,049
Jiló, Refogado(a) [7];47,093;1,87;4,51;3,049
Jiló, Com manteiga/óleo [11];43,193;1,895;4,512;2,607
Jiló, Ensopado [13];47,093;1,87;4,51;3,049
Jiló;22;1,87;4,51;0,21
Maxixe, Cru(a) [1];14;1,4;2,7;0,1
Maxixe, Cozido(a) [2];14;0,4;3,04;0,2
Maxixe, Refogado(a) [7];36,94;0,4;3,04;2,8
Maxixe, Ensopado [13];36,94;0,4;3,04;2,8
Pepininho (maxixe), Cozido(a) [2];14;0,4;3,04;0,2
Pepininho (maxixe), Ao vinagrete [12];14;0,4;3,04;0,2
Palmito in natura, Cru(a) [1];28;2,52;4,62;0,62
Palmito in natura, Cozido(a) [2];28;2,52;4,62;0,62
Palmito in natura, Refogado(a) [7];28;2,52;4,62;0,62
Palmito in natura, Ensopado [13];28;2,52;4,62;0,62
Guariroba (palmito in natura), Cozido(a) [2];28;2,52;4,62;0,62
Guariroba (palmito in natura), Refogado(a) [7];28;2,52;4,62;0,62
Guariroba (palmito in natura), Molho vermelho [8];28;2,52;4,62;0,62
Gueroba (palmito in natura), Cozido(a) [2];28;2,52;4,62;0,62
Gueroba (palmito in natura), Refogado(a) [7];28;2,52;4,62;0,62
Pimentão;20;0,86;4,64;0,17
Quiabo, Cru(a) [1];22;1,87;4,51;0,21
Quiabo , Cozido(a) [2];22;1,87;4,51;0,21
Quiabo , Frito(a) [5];47,093;1,87;4,51;3,049
Quiabo , Empanado(a)/à milanesa [6];47,093;1,87;4,51;3,049
Quiabo , Refogado(a) [7];47,093;1,87;4,51;3,049
Quiabo , Ensopado [13];47,093;1,87;4,51;3,049
Quiabo ;22;1,87;4,51;0,21
Tomate;18;0,88;3,92;0,2
Vagem, Cru(a) [1];35;1,89;7,88;0,28
Vagem, Cozido(a) [2];35;1,89;7,88;0,28
Vagem, Refogado(a) [7];67,119;1,89;7,88;3,913
Vagem, Com manteiga/óleo [11];67,119;1,89;7,88;3,913
Vagem, Ensopado [13];67,119;1,89;7,88;3,913
Vagem;35;1,89;7,88;0,28
Cogumelo in natura;28;2,17;5,29;0,47
Berinjela, Cru(a) [1];32,9;0,78;8,21;0,22
Berinjela, Cozido(a) [2];35;0,83;8,73;0,23
Berinjela, Assado(a) [4];35;0,83;8,73;0,23
Berinjela, Frito(a) [5];75,55;0,83;8,73;4,82
Berinjela, Empanado(a)/à milanesa [6];164,87;3,69;15,86;10,18
Berinjela, Refogado(a) [7];75,55;0,83;8,73;4,82
Berinjela , Ao vinagrete [12];35;0,83;8,73;0,23
Berinjela, Ensopado [13];75,55;0,83;8,73;4,82
Berinjela;35;0,83;8,73;0,23
Ervilha em vagem, Cozido(a) [2];67,093;3,27;7,05;3,069
Ervilha em vagem, Refogado(a) [7];67,093;3,27;7,05;3,069
Cebola, Cru(a) [1];40;1,1;9,34;0,1
Cebola, Cozido(a) [2];44;1,36;10,15;0,19
Cebola, Grelhado(a)/brasa/churrasco [3];44;1,36;10,15;0,19
Cebola, Assado(a) [4];44;1,36;10,15;0,19
Cebola, Frito(a) [5];63,118;1,36;10,15;2,353
Cebola, Refogado(a) [7];63,118;1,36;10,15;2,353
Cebola, Molho vermelho [8];40;1,352;9,196;0,188
Cebola, Com manteiga/óleo [11];60,147;1,379;10,151;2,017
